team_name,season,week,offensive_plays,offensive_yards,offensive_yards_per_play,offensive_first_downs,offensive_touchdowns,first_half_points_avg,first_half_yards_avg,first_half_scoring_plays,red_zone_attempts,red_zone_touchdowns,red_zone_efficiency_pct,defensive_plays,defensive_yards_allowed,defensive_yards_per_play,defensive_touchdowns_allowed,defensive_first_downs_allowed,fg_attempts,fg_made,fg_pct,kicker_points_avg,fg_blocks_allowed,offensive_ypp_percentile,defensive_ypp_percentile
NO,2025,4,354,1204,3.4,0,0,0,165.5,0,0,0,0,313,1296,4.14,0,0,0,0,0,0,0,15.625,46.875
CAR,2025,4,333,1157,3.47,0,0,0,133.5,0,0,0,0,288,1311,4.55,0,0,0,0,0,0,0,21.875,21.875
SF,2025,4,327,1474,4.51,0,0,0,165.5,0,0,0,0,321,1122,3.5,0,0,0,0,0,0,0,84.375,84.375
SEA,2025,4,298,1329,4.46,0,0,0,174.75,0,0,0,0,343,1190,3.47,0,0,0,0,0,0,0,78.125,87.5
TB,2025,4,349,1343,3.85,0,0,0,130.75,0,0,0,0,311,1091,3.51,0,0,0,0,0,0,0,34.375,81.25
MIN,2025,4,307,1180,3.84,0,0,0,130.0,0,0,0,0,311,1127,3.62,0,0,0,0,0,0,0,31.25,68.75
WAS,2025,4,315,1360,4.32,0,0,0,167.75,0,0,0,0,330,1426,4.32,0,0,0,0,0,0,0,65.625,31.25
BUF,2025,4,340,1616,4.75,0,0,0,188.0,0,0,0,0,287,1160,4.04,0,0,0,0,0,0,0,93.75,57.8125
CLE,2025,4,345,1119,3.24,0,0,0,117.25,0,0,0,0,301,890,2.96,0,0,0,0,0,0,0,9.375,100.0
DET,2025,4,317,1460,4.61,0,0,0,188.25,0,0,0,0,306,1172,3.83,0,0,0,0,0,0,0,87.5,65.625
KC,2025,4,320,1329,4.15,0,0,0,153.25,0,0,0,0,302,1251,4.14,0,0,0,0,0,0,0,50.0,46.875
BAL,2025,4,289,1352,4.68,0,0,0,155.0,0,0,0,0,367,1627,4.43,0,0,0,0,0,0,0,90.625,25.0
NYJ,2025,4,307,1204,3.92,0,0,0,139.5,0,0,0,0,326,1321,4.05,0,0,0,0,0,0,0,37.5,53.125
MIA,2025,4,278,1147,4.13,0,0,0,124.0,0,0,0,0,313,1502,4.8,0,0,0,0,0,0,0,46.875,9.375
JAX,2025,4,339,1417,4.18,0,0,0,212.0,0,0,0,0,314,1267,4.04,0,0,0,0,0,0,0,53.125,57.8125
ARI,2025,4,313,1082,3.46,0,0,0,133.5,0,0,0,0,349,1406,4.03,0,0,0,0,0,0,0,18.75,62.5
ATL,2025,4,335,1452,4.33,0,0,0,175.0,0,0,0,0,278,978,3.52,0,0,0,0,0,0,0,68.75,76.5625
NE,2025,4,313,1347,4.3,0,0,0,190.75,0,0,0,0,308,1276,4.14,0,0,0,0,0,0,0,60.9375,46.875
DAL,2025,4,360,1619,4.5,0,0,0,167.0,0,0,0,0,338,1682,4.98,0,0,0,0,0,0,0,81.25,6.25
LV,2025,4,307,1320,4.3,0,0,0,152.25,0,0,0,0,319,1324,4.15,0,0,0,0,0,0,0,60.9375,40.625
DEN,2025,4,326,1418,4.35,0,0,0,177.5,0,0,0,0,330,1141,3.46,0,0,0,0,0,0,0,75.0,90.625
CIN,2025,4,291,821,2.82,0,0,0,114.0,0,0,0,0,346,1614,4.66,0,0,0,0,0,0,0,6.25,12.5
GB,2025,4,328,1389,4.23,0,0,0,183.25,0,0,0,0,334,1135,3.4,0,0,0,0,0,0,0,56.25,96.875
PHI,2025,4,309,1006,3.26,0,0,0,140.75,0,0,0,0,312,1333,4.27,0,0,0,0,0,0,0,12.5,34.375
NYG,2025,4,335,1270,3.79,0,0,0,146.0,0,0,0,0,359,1556,4.33,0,0,0,0,0,0,0,28.125,28.125
CHI,2025,4,331,1312,3.96,0,0,0,184.75,0,0,0,0,299,1522,5.09,0,0,0,0,0,0,0,43.75,3.125
TEN,2025,4,312,842,2.7,0,0,0,133.5,0,0,0,0,319,1474,4.62,0,0,0,0,0,0,0,3.125,15.625
IND,2025,4,316,1589,5.03,0,0,0,209.75,0,0,0,0,306,1281,4.19,0,0,0,0,0,0,0,100.0,37.5
LAC,2025,4,329,1427,4.34,0,0,0,188.25,0,0,0,0,316,1082,3.42,0,0,0,0,0,0,0,71.875,93.75
LAR,2025,4,319,1553,4.87,0,0,0,185.0,0,0,0,0,321,1138,3.55,0,0,0,0,0,0,0,96.875,71.875
HOU,2025,4,294,1155,3.93,0,0,0,132.0,0,0,0,0,319,1122,3.52,0,0,0,0,0,0,0,40.625,76.5625
PIT,2025,4,282,1056,3.74,0,0,0,137.25,0,0,0,0,332,1532,4.61,0,0,0,0,0,0,0,25.0,18.75
