team_name,season,week,offensive_plays,offensive_yards,offensive_yards_per_play,offensive_first_downs,offensive_touchdowns,first_half_points_avg,first_half_yards_avg,first_half_scoring_plays,red_zone_attempts,red_zone_touchdowns,red_zone_efficiency_pct,defensive_plays,defensive_yards_allowed,defensive_yards_per_play,defensive_touchdowns_allowed,defensive_first_downs_allowed,fg_attempts,fg_made,fg_pct,kicker_points_avg,fg_blocks_allowed,offensive_ypp_percentile,defensive_ypp_percentile
NO,2025,2,178,622,3.49,0,0,0,147.5,0,0,0,0,166,620,3.73,0,0,0,0,0,0,0,18.75,78.125
CAR,2025,2,175,607,3.47,0,0,0,116.5,0,0,0,0,146,671,4.6,0,0,0,0,0,0,0,15.625,21.875
TB,2025,2,168,620,3.69,0,0,0,144.5,0,0,0,0,151,624,4.13,0,0,0,0,0,0,0,28.125,46.875
MIN,2025,2,136,454,3.34,0,0,0,105.5,0,0,0,0,171,643,3.76,0,0,0,0,0,0,0,9.375,73.4375
BUF,2025,2,192,900,4.69,0,0,0,207.0,0,0,0,0,134,586,4.37,0,0,0,0,0,0,0,84.375,28.125
CLE,2025,2,180,649,3.61,0,0,0,115.5,0,0,0,0,143,383,2.68,0,0,0,0,0,0,0,21.875,100.0
BAL,2025,2,145,674,4.65,0,0,0,146.5,0,0,0,0,197,819,4.16,0,0,0,0,0,0,0,79.6875,40.625
NYJ,2025,2,144,548,3.81,0,0,0,159.0,0,0,0,0,161,674,4.19,0,0,0,0,0,0,0,34.375,34.375
JAX,2025,2,164,801,4.88,0,0,0,264.5,0,0,0,0,159,605,3.81,0,0,0,0,0,0,0,93.75,68.75
ARI,2025,2,148,569,3.84,0,0,0,155.0,0,0,0,0,192,667,3.47,0,0,0,0,0,0,0,40.625,87.5
DET,2025,2,156,757,4.85,0,0,0,198.5,0,0,0,0,146,605,4.14,0,0,0,0,0,0,0,90.625,43.75
CIN,2025,2,151,491,3.25,0,0,0,132.5,0,0,0,0,173,750,4.34,0,0,0,0,0,0,0,6.25,31.25
PHI,2025,2,152,518,3.41,0,0,0,164.5,0,0,0,0,144,601,4.17,0,0,0,0,0,0,0,12.5,37.5
NYG,2025,2,169,737,4.36,0,0,0,165.0,0,0,0,0,197,910,4.62,0,0,0,0,0,0,0,75.0,18.75
TEN,2025,2,163,385,2.36,0,0,0,137.5,0,0,0,0,168,756,4.5,0,0,0,0,0,0,0,3.125,25.0
IND,2025,2,168,891,5.3,0,0,0,263.5,0,0,0,0,131,537,4.1,0,0,0,0,0,0,0,100.0,50.0
GB,2025,2,144,670,4.65,0,0,0,226.0,0,0,0,0,166,478,2.88,0,0,0,0,0,0,0,79.6875,96.875
CHI,2025,2,175,656,3.75,0,0,0,187.0,0,0,0,0,148,767,5.18,0,0,0,0,0,0,0,31.25,3.125
WAS,2025,2,168,664,3.95,0,0,0,150.5,0,0,0,0,165,635,3.85,0,0,0,0,0,0,0,51.5625,65.625
LAR,2025,2,150,735,4.9,0,0,0,142.0,0,0,0,0,163,517,3.17,0,0,0,0,0,0,0,96.875,93.75
MIA,2025,2,132,571,4.33,0,0,0,104.0,0,0,0,0,161,753,4.68,0,0,0,0,0,0,0,71.875,15.625
DEN,2025,2,166,641,3.86,0,0,0,146.0,0,0,0,0,161,606,3.76,0,0,0,0,0,0,0,43.75,73.4375
LAC,2025,2,149,711,4.77,0,0,0,197.5,0,0,0,0,158,565,3.58,0,0,0,0,0,0,0,87.5,82.8125
KC,2025,2,150,641,4.27,0,0,0,135.0,0,0,0,0,156,610,3.91,0,0,0,0,0,0,0,65.625,59.375
LV,2025,2,159,607,3.82,0,0,0,141.5,0,0,0,0,160,653,4.08,0,0,0,0,0,0,0,37.5,53.125
HOU,2025,2,136,531,3.9,0,0,0,147.0,0,0,0,0,169,656,3.88,0,0,0,0,0,0,0,46.875,62.5
NE,2025,2,168,671,3.99,0,0,0,211.0,0,0,0,0,155,747,4.82,0,0,0,0,0,0,0,56.25,12.5
ATL,2025,2,173,684,3.95,0,0,0,164.5,0,0,0,0,135,458,3.39,0,0,0,0,0,0,0,51.5625,90.625
SF,2025,2,174,728,4.18,0,0,0,178.5,0,0,0,0,150,537,3.58,0,0,0,0,0,0,0,59.375,82.8125
DAL,2025,2,186,785,4.22,0,0,0,160.5,0,0,0,0,163,808,4.96,0,0,0,0,0,0,0,62.5,6.25
PIT,2025,2,149,540,3.62,0,0,0,122.0,0,0,0,0,160,789,4.93,0,0,0,0,0,0,0,25.0,9.375
SEA,2025,2,145,625,4.31,0,0,0,155.0,0,0,0,0,164,653,3.98,0,0,0,0,0,0,0,68.75,56.25
