team_name,season,week,offensive_plays,offensive_yards,offensive_yards_per_play,offensive_first_downs,offensive_touchdowns,first_half_points_avg,first_half_yards_avg,first_half_scoring_plays,red_zone_attempts,red_zone_touchdowns,red_zone_efficiency_pct,defensive_plays,defensive_yards_allowed,defensive_yards_per_play,defensive_touchdowns_allowed,defensive_first_downs_allowed,fg_attempts,fg_made,fg_pct,kicker_points_avg,fg_blocks_allowed,offensive_ypp_percentile,defensive_ypp_percentile
BAL,2024,8,670,3592,5.36,0,0,0,216.12,0,0,0,0,667,2894,4.34,0,0,0,0,0,0,0,100.0,34.375
KC,2024,8,570,2436,4.27,0,0,0,190.86,0,0,0,0,537,2065,3.85,0,0,0,0,0,0,0,59.375,87.5
GB,2024,8,663,3101,4.68,0,0,0,208.88,0,0,0,0,638,2619,4.11,0,0,0,0,0,0,0,84.375,56.25
PHI,2024,8,565,2574,4.56,0,0,0,161.29,0,0,0,0,538,2106,3.91,0,0,0,0,0,0,0,75.0,81.25
ATL,2024,8,642,2991,4.66,0,0,0,196.75,0,0,0,0,659,2787,4.23,0,0,0,0,0,0,0,81.25,46.875
PIT,2024,8,650,2625,4.04,0,0,0,159.38,0,0,0,0,619,2486,4.02,0,0,0,0,0,0,0,46.875,71.875
ARI,2024,8,593,2712,4.57,0,0,0,163.75,0,0,0,0,634,3014,4.75,0,0,0,0,0,0,0,78.125,3.125
BUF,2024,8,617,2692,4.36,0,0,0,167.62,0,0,0,0,640,2629,4.11,0,0,0,0,0,0,0,65.625,56.25
TEN,2024,8,573,1971,3.44,0,0,0,170.0,0,0,0,0,516,1860,3.6,0,0,0,0,0,0,0,9.375,90.625
CHI,2024,8,584,2120,3.63,0,0,0,155.29,0,0,0,0,554,2233,4.03,0,0,0,0,0,0,0,12.5,68.75
CIN,2024,8,592,2604,4.4,0,0,0,156.75,0,0,0,0,674,2871,4.26,0,0,0,0,0,0,0,68.75,43.75
NE,2024,8,625,2086,3.34,0,0,0,113.5,0,0,0,0,630,2855,4.53,0,0,0,0,0,0,0,6.25,25.0
IND,2024,8,616,2607,4.23,0,0,0,152.38,0,0,0,0,687,3037,4.42,0,0,0,0,0,0,0,56.25,28.125
HOU,2024,8,684,2811,4.11,0,0,0,188.25,0,0,0,0,624,2241,3.59,0,0,0,0,0,0,0,50.0,93.75
MIA,2024,8,577,2226,3.86,0,0,0,158.43,0,0,0,0,529,2100,3.97,0,0,0,0,0,0,0,31.25,78.125
JAX,2024,8,605,2673,4.42,0,0,0,140.88,0,0,0,0,673,3057,4.54,0,0,0,0,0,0,0,71.875,21.875
NO,2024,8,648,2556,3.94,0,0,0,174.88,0,0,0,0,670,3144,4.69,0,0,0,0,0,0,0,40.625,12.5
CAR,2024,8,612,2255,3.68,0,0,0,142.5,0,0,0,0,660,3104,4.7,0,0,0,0,0,0,0,21.875,9.375
NYG,2024,8,668,2429,3.64,0,0,0,153.5,0,0,0,0,614,2651,4.32,0,0,0,0,0,0,0,15.625,37.5
MIN,2024,8,524,2275,4.34,0,0,0,174.0,0,0,0,0,608,2433,4.0,0,0,0,0,0,0,0,62.5,75.0
LAC,2024,8,541,2180,4.03,0,0,0,166.14,0,0,0,0,527,2138,4.06,0,0,0,0,0,0,0,43.75,65.625
LV,2024,8,631,2309,3.66,0,0,0,139.88,0,0,0,0,648,2527,3.9,0,0,0,0,0,0,0,18.75,84.375
SEA,2024,8,673,2811,4.18,0,0,0,158.38,0,0,0,0,669,2868,4.29,0,0,0,0,0,0,0,53.125,40.625
DEN,2024,8,639,2458,3.85,0,0,0,140.12,0,0,0,0,672,2263,3.37,0,0,0,0,0,0,0,26.5625,100.0
DAL,2024,8,590,2311,3.92,0,0,0,180.0,0,0,0,0,572,2608,4.56,0,0,0,0,0,0,0,34.375,18.75
CLE,2024,8,679,2182,3.21,0,0,0,105.38,0,0,0,0,636,2612,4.11,0,0,0,0,0,0,0,3.125,56.25
TB,2024,8,656,3118,4.75,0,0,0,214.38,0,0,0,0,670,3096,4.62,0,0,0,0,0,0,0,87.5,15.625
WAS,2024,8,649,3172,4.89,0,0,0,204.88,0,0,0,0,601,2613,4.35,0,0,0,0,0,0,0,90.625,31.25
LAR,2024,8,588,2265,3.85,0,0,0,148.14,0,0,0,0,519,2457,4.73,0,0,0,0,0,0,0,26.5625,6.25
DET,2024,8,543,2696,4.97,0,0,0,194.71,0,0,0,0,593,2446,4.12,0,0,0,0,0,0,0,93.75,50.0
NYJ,2024,8,633,2487,3.93,0,0,0,146.88,0,0,0,0,643,2296,3.57,0,0,0,0,0,0,0,37.5,96.875
SF,2024,8,640,3302,5.16,0,0,0,206.0,0,0,0,0,619,2517,4.07,0,0,0,0,0,0,0,96.875,62.5
