team_name,season,week,offensive_plays,offensive_yards,offensive_yards_per_play,offensive_first_downs,offensive_touchdowns,first_half_points_avg,first_half_yards_avg,first_half_scoring_plays,red_zone_attempts,red_zone_touchdowns,red_zone_efficiency_pct,defensive_plays,defensive_yards_allowed,defensive_yards_per_play,defensive_touchdowns_allowed,defensive_first_downs_allowed,fg_attempts,fg_made,fg_pct,kicker_points_avg,fg_blocks_allowed,offensive_ypp_percentile,defensive_ypp_percentile
BAL,2024,12,976,5097,5.22,0,0,0,202.25,0,0,0,0,1029,4271,4.15,0,0,0,0,0,0,0,100.0,56.25
KC,2024,12,906,3770,4.16,0,0,0,187.45,0,0,0,0,847,3311,3.91,0,0,0,0,0,0,0,57.8125,76.5625
GB,2024,12,884,4205,4.76,0,0,0,205.0,0,0,0,0,857,3512,4.1,0,0,0,0,0,0,0,90.625,59.375
PHI,2024,12,913,4284,4.69,0,0,0,171.0,0,0,0,0,838,3027,3.61,0,0,0,0,0,0,0,87.5,96.875
ATL,2024,12,883,3995,4.52,0,0,0,189.36,0,0,0,0,896,3932,4.39,0,0,0,0,0,0,0,75.0,32.8125
PIT,2024,12,924,3608,3.9,0,0,0,148.0,0,0,0,0,850,3363,3.96,0,0,0,0,0,0,0,31.25,68.75
ARI,2024,12,806,3766,4.67,0,0,0,170.82,0,0,0,0,866,3747,4.33,0,0,0,0,0,0,0,84.375,40.625
BUF,2024,12,872,3800,4.36,0,0,0,174.64,0,0,0,0,864,3622,4.19,0,0,0,0,0,0,0,65.625,50.0
TEN,2024,12,899,3323,3.7,0,0,0,169.91,0,0,0,0,833,3042,3.65,0,0,0,0,0,0,0,18.75,93.75
CHI,2024,12,930,3294,3.54,0,0,0,155.45,0,0,0,0,846,3729,4.41,0,0,0,0,0,0,0,9.375,28.125
CIN,2024,12,880,3899,4.43,0,0,0,160.91,0,0,0,0,921,3914,4.25,0,0,0,0,0,0,0,71.875,45.3125
NE,2024,12,962,3362,3.49,0,0,0,125.42,0,0,0,0,956,4172,4.36,0,0,0,0,0,0,0,6.25,37.5
IND,2024,12,915,3795,4.15,0,0,0,153.08,0,0,0,0,1018,4510,4.43,0,0,0,0,0,0,0,53.125,25.0
HOU,2024,12,1020,4032,3.95,0,0,0,188.92,0,0,0,0,961,3636,3.78,0,0,0,0,0,0,0,40.625,87.5
MIA,2024,12,878,3563,4.06,0,0,0,161.82,0,0,0,0,864,3353,3.88,0,0,0,0,0,0,0,46.875,84.375
JAX,2024,12,793,3205,4.04,0,0,0,123.91,0,0,0,0,951,4551,4.79,0,0,0,0,0,0,0,43.75,3.125
NO,2024,12,882,3821,4.33,0,0,0,195.64,0,0,0,0,925,4303,4.65,0,0,0,0,0,0,0,62.5,9.375
CAR,2024,12,841,3143,3.74,0,0,0,146.64,0,0,0,0,935,4264,4.56,0,0,0,0,0,0,0,21.875,12.5
NYG,2024,12,907,3342,3.68,0,0,0,137.91,0,0,0,0,841,3765,4.48,0,0,0,0,0,0,0,15.625,21.875
MIN,2024,12,876,3862,4.41,0,0,0,177.0,0,0,0,0,897,3497,3.9,0,0,0,0,0,0,0,68.75,81.25
LAC,2024,12,858,3551,4.14,0,0,0,188.27,0,0,0,0,873,3560,4.08,0,0,0,0,0,0,0,50.0,62.5
LV,2024,12,886,3223,3.64,0,0,0,142.0,0,0,0,0,905,3578,3.95,0,0,0,0,0,0,0,12.5,71.875
SEA,2024,12,916,3809,4.16,0,0,0,159.0,0,0,0,0,915,3809,4.16,0,0,0,0,0,0,0,57.8125,53.125
DEN,2024,12,957,3762,3.93,0,0,0,160.33,0,0,0,0,994,3554,3.58,0,0,0,0,0,0,0,37.5,100.0
DAL,2024,12,945,3557,3.76,0,0,0,174.82,0,0,0,0,896,4071,4.54,0,0,0,0,0,0,0,25.0,15.625
CLE,2024,12,937,3225,3.44,0,0,0,115.73,0,0,0,0,865,3795,4.39,0,0,0,0,0,0,0,3.125,32.8125
TB,2024,12,879,4067,4.63,0,0,0,201.91,0,0,0,0,919,4138,4.5,0,0,0,0,0,0,0,81.25,18.75
WAS,2024,12,972,4452,4.58,0,0,0,180.83,0,0,0,0,945,4017,4.25,0,0,0,0,0,0,0,78.125,45.3125
LAR,2024,12,930,3650,3.92,0,0,0,147.64,0,0,0,0,848,3982,4.7,0,0,0,0,0,0,0,34.375,6.25
DET,2024,12,868,4337,5.0,0,0,0,189.55,0,0,0,0,894,3545,3.97,0,0,0,0,0,0,0,96.875,65.625
NYJ,2024,12,841,3240,3.85,0,0,0,130.18,0,0,0,0,892,3356,3.76,0,0,0,0,0,0,0,28.125,90.625
SF,2024,12,860,4233,4.92,0,0,0,190.45,0,0,0,0,855,3346,3.91,0,0,0,0,0,0,0,93.75,76.5625
