team_name,season,week,offensive_plays,offensive_yards,offensive_yards_per_play,offensive_first_downs,offensive_touchdowns,first_half_points_avg,first_half_yards_avg,first_half_scoring_plays,red_zone_attempts,red_zone_touchdowns,red_zone_efficiency_pct,defensive_plays,defensive_yards_allowed,defensive_yards_per_play,defensive_touchdowns_allowed,defensive_first_downs_allowed,fg_attempts,fg_made,fg_pct,kicker_points_avg,fg_blocks_allowed,offensive_ypp_percentile,defensive_ypp_percentile
BAL,2024,3,261,1266,4.85,0,0,0,216.67,0,0,0,0,243,1025,4.22,0,0,0,0,0,0,0,96.875,46.875
KC,2024,3,233,984,4.22,0,0,0,169.33,0,0,0,0,248,1083,4.37,0,0,0,0,0,0,0,56.25,31.25
GB,2024,3,247,1175,4.76,0,0,0,242.33,0,0,0,0,228,985,4.32,0,0,0,0,0,0,0,85.9375,34.375
PHI,2024,3,259,1239,4.78,0,0,0,183.33,0,0,0,0,224,1018,4.54,0,0,0,0,0,0,0,92.1875,12.5
ATL,2024,3,215,922,4.29,0,0,0,171.0,0,0,0,0,253,982,3.88,0,0,0,0,0,0,0,62.5,62.5
PIT,2024,3,244,867,3.55,0,0,0,144.67,0,0,0,0,204,689,3.38,0,0,0,0,0,0,0,18.75,93.75
ARI,2024,3,221,1038,4.7,0,0,0,192.67,0,0,0,0,232,970,4.18,0,0,0,0,0,0,0,79.6875,50.0
BUF,2024,3,215,987,4.59,0,0,0,205.67,0,0,0,0,250,862,3.45,0,0,0,0,0,0,0,71.875,87.5
TEN,2024,3,229,781,3.41,0,0,0,136.67,0,0,0,0,225,793,3.52,0,0,0,0,0,0,0,12.5,84.375
CHI,2024,3,266,750,2.82,0,0,0,129.33,0,0,0,0,233,860,3.69,0,0,0,0,0,0,0,3.125,75.0
CIN,2024,3,216,980,4.54,0,0,0,162.0,0,0,0,0,231,932,4.03,0,0,0,0,0,0,0,65.625,59.375
NE,2024,3,226,739,3.27,0,0,0,126.33,0,0,0,0,232,982,4.23,0,0,0,0,0,0,0,9.375,43.75
IND,2024,3,198,947,4.78,0,0,0,134.0,0,0,0,0,279,1195,4.28,0,0,0,0,0,0,0,92.1875,37.5
HOU,2024,3,259,1023,3.95,0,0,0,178.33,0,0,0,0,227,782,3.44,0,0,0,0,0,0,0,50.0,90.625
MIA,2024,3,251,956,3.81,0,0,0,146.33,0,0,0,0,207,884,4.27,0,0,0,0,0,0,0,34.375,40.625
JAX,2024,3,231,829,3.59,0,0,0,104.33,0,0,0,0,248,1085,4.38,0,0,0,0,0,0,0,25.0,28.125
NO,2024,3,219,1030,4.7,0,0,0,203.33,0,0,0,0,244,1008,4.13,0,0,0,0,0,0,0,79.6875,53.125
CAR,2024,3,230,789,3.43,0,0,0,128.0,0,0,0,0,239,1061,4.44,0,0,0,0,0,0,0,15.625,20.3125
NYG,2024,3,243,884,3.64,0,0,0,152.67,0,0,0,0,236,956,4.05,0,0,0,0,0,0,0,28.125,56.25
MIN,2024,3,213,989,4.64,0,0,0,186.33,0,0,0,0,255,935,3.67,0,0,0,0,0,0,0,75.0,79.6875
LAC,2024,3,216,833,3.86,0,0,0,153.33,0,0,0,0,216,801,3.71,0,0,0,0,0,0,0,40.625,71.875
LV,2024,3,233,889,3.82,0,0,0,107.0,0,0,0,0,251,1111,4.43,0,0,0,0,0,0,0,37.5,25.0
SEA,2024,3,250,1032,4.13,0,0,0,169.0,0,0,0,0,253,746,2.95,0,0,0,0,0,0,0,53.125,100.0
DEN,2024,3,245,878,3.58,0,0,0,132.67,0,0,0,0,236,778,3.3,0,0,0,0,0,0,0,21.875,96.875
DAL,2024,3,263,1030,3.92,0,0,0,203.67,0,0,0,0,250,1118,4.47,0,0,0,0,0,0,0,45.3125,15.625
CLE,2024,3,264,746,2.83,0,0,0,96.67,0,0,0,0,246,928,3.77,0,0,0,0,0,0,0,6.25,68.75
TB,2024,3,212,831,3.92,0,0,0,153.67,0,0,0,0,251,1114,4.44,0,0,0,0,0,0,0,45.3125,20.3125
WAS,2024,3,236,1080,4.58,0,0,0,170.0,0,0,0,0,222,1132,5.1,0,0,0,0,0,0,0,68.75,6.25
LAR,2024,3,246,928,3.77,0,0,0,137.67,0,0,0,0,224,1277,5.7,0,0,0,0,0,0,0,31.25,3.125
DET,2024,3,252,1199,4.76,0,0,0,188.33,0,0,0,0,233,880,3.78,0,0,0,0,0,0,0,85.9375,65.625
NYJ,2024,3,220,931,4.23,0,0,0,142.67,0,0,0,0,229,840,3.67,0,0,0,0,0,0,0,59.375,79.6875
SF,2024,3,247,1225,4.96,0,0,0,201.0,0,0,0,0,211,965,4.57,0,0,0,0,0,0,0,100.0,9.375
